user_id,skill_seq,problem_seq,timestamp,correct_seq
3380,"[32, 32, 32, 44, 44, 44, 44, 44, 44, 44, 44, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 47, 47, 82, 82, 82, 82, 82, 82, 82, 82, 32, 32, 32, 32, 32, 41, 41, 41, 82, 32, 32, 32, 32, 32]","[6216, 5948, 6399, 8058, 8038, 8177, 8084, 8032, 8093, 8131, 8030, 5755, 5454, 5737, 5805, 5673, 5544, 5747, 5638, 5590, 5734, 5663, 5629, 5503, 5693, 5518, 8707, 8738, 12985, 12934, 12919, 12999, 12975, 12917, 12940, 12958, 6248, 6234, 6043, 6245, 6029, 7764, 7758, 7721, 13095, 6082, 5936, 6053, 5964, 6135]","[5013, 6920, 5269, 17264, 3539, 31137, 3863, 27192, 29002, 33617, 5716, 12307, 5885, 10579, 3885, 5683, 8774, 8106, 6869, 2840, 10573, 19742, 3885, 3877, 10685, 4464, 17714, 10599, 15817, 44277, 18382, 16696, 8832, 16314, 141364, 5613, 12497, 6949, 5453, 7135, 4630, 17274, 12301, 12557, 52523, 11319, 6542, 9557, 4701, 10909]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2731,"[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 79, 79, 79, 79, 79, 79, 79, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79]","[10148, 10196, 10118, 10157, 10142, 10113, 10204, 10182, 10161, 10133, 12000, 12042, 12106, 12181, 12056, 12148, 12176, 14474, 14370, 14371, 14372, 14361, 14346, 14399, 14439, 14440, 14441, 14360, 14427, 11920, 12050, 12042, 11964, 12137, 12188, 12068, 12071, 11911, 12052, 12114, 12184, 11943, 11928, 12179, 11908, 12054, 12077, 12008, 12075, 12150]","[19028, 19520, 7306, 15013, 12842, 19367, 11018, 7848, 7424, 12063, 66250, 9043, 24488, 16320, 14812, 12608, 17008, 13392, 45921, 8516, 11780, 11502, 54112, 15928, 41920, 23689, 5460, 33238, 25736, 50521, 5941, 3834, 6406, 12998, 9762, 12557, 61282, 5798, 17742, 13214, 77310, 19494, 98430, 60613, 65125, 49086, 12142, 12030, 25645, 8106]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0]"
1408,"[60, 60, 60, 98, 98, 98, 98, 103, 104, 104, 104, 104, 104, 104, 104, 104, 57, 106, 106, 106, 106, 106, 106, 106, 106, 99, 106, 106, 25, 25, 89, 86, 86, 29, 27, 27, 27, 27, 27, 27, 27, 80, 22, 22, 80, 29, 29, 29, 29, 99]","[11300, 11311, 11409, 14845, 14843, 15528, 15120, 16278, 16416, 16380, 16418, 16431, 16382, 16430, 16432, 16410, 10678, 16480, 16481, 16482, 16483, 16551, 16568, 16503, 16562, 15810, 16563, 16564, 4524, 4432, 13664, 13503, 13523, 5236, 4878, 4931, 4932, 4933, 4934, 4935, 4875, 4316, 4316, 4333, 4333, 5183, 5057, 5217, 5194, 15885]","[13000, 65187, 30766, 6453, 15597, 19660, 15573, 44591, 28307, 12481, 8463, 11365, 9695, 8071, 8649, 9963, 108625, 26906, 4983, 9515, 22112, 52757, 31986, 31266, 11105, 211803, 5536, 18584, 95268, 40236, 52265, 171513, 118797, 27889, 27902, 82750, 3537, 3643, 8663, 33831, 25456, 56211, 56211, 5683, 5683, 250133, 153844, 268646, 41913, 4666]","[1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
1011,"[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 48, 31, 24, 24, 44, 1, 24, 44, 1, 24, 1, 44, 44, 1, 24, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30]","[2042, 1925, 1999, 2107, 1968, 2032, 2066, 1961, 2073, 1954, 2008, 1982, 1913, 378, 378, 378, 378, 336, 336, 336, 231, 231, 231, 318, 318, 318, 135, 135, 135, 5597, 5482, 5533, 5429, 5651, 5629, 5602, 5624, 5625, 5449, 5434, 5519, 5448, 5654, 5749, 5514, 5661, 5542, 5748, 5650, 5612]","[32565, 67254, 32589, 39780, 59592, 26988, 25943, 23213, 28689, 35225, 48188, 22527, 16973, 8393, 8393, 8393, 8393, 25584, 25584, 25584, 2839, 2839, 2839, 5600, 5600, 5600, 8533, 8533, 8533, 36500, 36406, 6765, 6453, 4046, 20406, 17734, 17375, 4265, 5563, 15749, 10328, 3125, 9047, 19562, 3094, 73015, 11219, 10984, 4047, 3078]","[0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
4582,"[45, 58, 58, 45, 45, 58, 45, 58, 58, 45, 58, 45, 58, 45, 103, 103, 103, 103, 98, 81, 13, 13, 20, 20, 80, 80, 80, 80, 80, 80, 80, 80, 47, 47, 47, 47, 81, 98, 41, 41, 29, 29, 29, 13, 12, 12, 13, 37, 18, 96]","[8249, 8249, 8319, 8319, 8343, 8343, 8320, 8320, 8344, 8344, 8254, 8254, 8346, 8346, 16261, 16283, 16263, 16264, 15126, 12469, 2757, 2753, 4042, 4020, 12322, 12321, 12316, 12324, 12337, 12325, 12341, 12343, 8707, 8729, 8702, 8716, 12571, 15058, 7706, 7732, 5055, 5178, 5092, 2467, 2467, 2511, 2511, 7363, 3704, 14406]","[25120, 25120, 44410, 44410, 7430, 7430, 36650, 36650, 32100, 32100, 25890, 25890, 79960, 79960, 138187, 70756, 25759, 35838, 58894, 19807, 195561, 7629, 17384, 26544, 17641, 13461, 10513, 15520, 20356, 18346, 23643, 12688, 53755, 3997, 45530, 40000, 34099, 24048, 18875, 189688, 7470, 7455, 9600, 385422, 385422, 192173, 192173, 69339, 18978, 42434]","[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1561,"[98, 98, 98, 98, 98, 98, 98, 98, 49, 49, 49, 49, 49, 49, 49, 49, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 99, 99, 99, 99, 99, 99, 99, 59, 119, 119, 119, 119, 119]","[14995, 14692, 14731, 14873, 14874, 14876, 14808, 14877, 9113, 9244, 9178, 9129, 9169, 9268, 9125, 9170, 15013, 14771, 15155, 14817, 15682, 14768, 15600, 15550, 15635, 15088, 15172, 15592, 15598, 15125, 15597, 15615, 14778, 14696, 14688, 15035, 14698, 15737, 15905, 15743, 15726, 15827, 15771, 15722, 11276, 17391, 17369, 17402, 17422, 17471]","[23187, 16265, 14836, 47012, 12211, 16847, 35362, 22187, 15930, 12604, 8245, 18866, 18314, 7409, 7301, 6340, 20642, 15592, 15386, 23336, 31178, 20461, 13194, 12108, 8612, 15468, 3673, 3643, 11777, 18258, 6809, 6598, 241685, 129105, 149573, 27839, 63202, 5309, 37924, 66038, 35305, 25756, 25772, 76283, 57572, 54759, 104605, 16030, 29944, 30125]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]"
4056,"[81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 96, 97, 97, 97, 96, 96, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]","[12760, 12894, 12895, 12614, 12768, 12769, 12481, 12478, 12479, 12480, 12718, 12828, 12829, 12507, 12609, 12653, 12430, 12390, 12637, 12708, 12599, 14338, 14439, 14440, 14441, 14416, 14466, 14467, 14388, 14389, 14390, 14353, 14499, 14341, 14503, 14562, 14638, 14497, 14412, 3012, 3108, 3060, 3015, 3043, 3018, 3037, 3038, 3039, 3040, 3036]","[1859, 1757, 1228, 1908, 2175, 2215, 8791, 1573, 1878, 1660, 2123, 1942, 3476, 1324, 1456, 1786, 1677, 1320, 1626, 1419, 1500, 3961, 2807, 1359, 2042, 37255, 1514, 1091, 1487, 1698, 1547, 1406, 7717, 2311, 2952, 1348, 1277, 1358, 1568, 47287, 1661, 1832, 1846, 2600, 1841, 2276, 1018, 1243, 30519, 1845]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
839,"[98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 5, 10, 5, 10, 8, 5, 5, 8, 8, 5, 5, 11, 5, 8, 5, 8, 11, 5, 5, 10, 10, 5, 5, 8, 5, 10, 11, 5, 5, 11]","[14719, 15009, 14813, 14894, 15557, 15556, 14879, 15187, 15215, 15566, 14909, 15111, 15245, 14884, 14883, 15296, 15603, 14951, 14790, 14843, 1287, 1287, 1084, 1084, 1093, 1093, 1288, 1288, 1279, 1279, 1189, 1189, 1146, 1146, 1277, 1277, 1177, 1177, 1175, 1175, 1118, 1118, 1197, 1197, 1268, 1268, 1201, 1201, 1135, 1135]","[43267, 7950, 25921, 1871, 46409, 69994, 38226, 34124, 16889, 4964, 68876, 80691, 6064, 24609, 83880, 17649, 90402, 6593, 9025, 99336, 19502, 19502, 22455, 22455, 17576, 17576, 10568, 10568, 11865, 11865, 16584, 16584, 54606, 54606, 25284, 25284, 21096, 21096, 13909, 13909, 30560, 30560, 71344, 71344, 9452, 9452, 32832, 32832, 9976, 9976]","[1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1]"
2142,"[33, 33, 32, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 99, 99, 99, 99, 99, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98]","[6257, 6256, 6256, 14974, 14990, 14853, 15334, 15335, 15336, 15035, 14690, 14784, 14696, 14682, 14779, 14995, 15764, 15725, 15844, 15737, 15871, 14807, 14902, 14903, 14904, 14713, 15408, 15409, 15410, 14869, 14714, 14792, 14793, 14794, 14795, 14802, 15666, 15667, 15668, 14796, 15425, 15426, 15427, 14716, 14797, 14877, 14905, 14906, 14907, 14750]","[8002, 8205, 8205, 64687, 8080, 14441, 8325, 17141, 8235, 4968, 14912, 6161, 5959, 12839, 42608, 8648, 34674, 15167, 17172, 23999, 22555, 28264, 9084, 6128, 4842, 26157, 7624, 3404, 7412, 4130, 2439, 8664, 4589, 2530, 8164, 45602, 2758, 10410, 4176, 12024, 2663, 4061, 5027, 18808, 27776, 2439, 3441, 3478, 2107, 12004]","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]"
3371,"[34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 79, 79, 79, 79, 79, 79]","[7151, 7084, 6910, 6995, 7086, 7183, 7131, 6820, 7194, 7213, 12152, 12104, 12201, 12154, 12141, 12160, 12025, 12046, 12028, 12206, 12125, 12034, 11980, 12179, 12112, 12044, 12062, 12023, 12123, 12055, 12144, 11957, 11995, 12196, 12511, 12603, 12423, 12645, 12736, 12840, 12556, 12720, 12796, 12628, 11918, 12133, 12113, 12018, 12215, 12088]","[12412, 14097, 8834, 5345, 3895, 5083, 5632, 2857, 4537, 5481, 13834, 11330, 5882, 3690, 5436, 9161, 6830, 7417, 8146, 9236, 6377, 11729, 8095, 9721, 9893, 4735, 31809, 7420, 5362, 6376, 14809, 5777, 8081, 5731, 57506, 5097, 3746, 13777, 7320, 18733, 6918, 11989, 9994, 3991, 12535, 6488, 6157, 14172, 4862, 39450]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1]"
1959,"[5, 10, 5, 9, 9, 5, 5, 11, 11, 5, 11, 5, 5, 10, 0, 9, 11, 0, 0, 11, 9, 0, 0, 9, 9, 0, 9, 0, 9, 0, 20, 20, 20, 20, 20, 12, 13, 14, 14, 6, 14, 67, 67, 20, 20, 20, 20, 20, 20, 20]","[1324, 1324, 1126, 1126, 1290, 1290, 1239, 1239, 1144, 1144, 1323, 1323, 1141, 1141, 66, 66, 24, 24, 55, 55, 52, 52, 60, 60, 58, 58, 49, 49, 110, 110, 3984, 4037, 4088, 3876, 4025, 2462, 2462, 3027, 3067, 1803, 1803, 11523, 11516, 4048, 3891, 3966, 3973, 3965, 3888, 3858]","[19838, 19838, 38616, 38616, 76336, 76336, 38664, 38664, 21002, 21002, 8667, 8667, 21191, 21191, 14740, 14740, 18886, 18886, 15878, 15878, 39357, 39357, 11723, 11723, 12958, 12958, 10066, 10066, 11601, 11601, 54460, 55555, 30972, 44436, 12174, 12805, 12805, 11632, 7659, 19551, 19551, 17083, 30239, 46079, 18825, 5889, 5390, 4311, 8795, 14996]","[1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0]"
277,"[98, 51, 51, 51, 9, 5, 8, 5, 11, 10, 5, 6, 9, 5, 10, 20, 20, 20, 20, 20, 20, 56, 56, 56, 56, 97, 97, 97, 97, 97, 97, 97, 97, 97, 97, 97, 46, 46, 46, 46, 46, 49, 49, 49, 49, 49, 49, 52, 52, 52]","[14908, 9731, 9688, 9732, 2245, 1150, 1150, 1151, 1151, 1152, 1152, 1587, 1587, 1103, 1103, 4052, 4012, 4020, 3860, 3932, 3880, 10385, 10305, 10386, 10382, 14504, 14585, 14543, 14561, 14607, 14608, 14609, 14553, 14549, 14516, 14563, 8535, 8552, 8485, 8493, 8555, 9347, 9239, 9101, 9161, 9229, 9143, 9853, 9861, 9869]","[17595, 25846, 66910, 37001, 170274, 154688, 154688, 15390, 15390, 8609, 8609, 175478, 175478, 8828, 8828, 35672, 26578, 95875, 6125, 80906, 13469, 24094, 19032, 6375, 16641, 104188, 33453, 89109, 88743, 11628, 5408, 25538, 27427, 31331, 46347, 25971, 22033, 5001, 5953, 7750, 23453, 33250, 18141, 27859, 19250, 18578, 10531, 112623, 5797, 6828]","[1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1]"
1696,"[99, 99, 99, 99, 47, 47, 47, 99, 63, 99, 99, 99, 63, 63, 63, 99, 98, 98, 98, 98, 98, 98, 98, 98, 98, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 119, 119, 119, 119, 119, 119, 119, 98, 98, 98, 98, 98, 45, 58]","[15820, 15770, 16107, 15728, 8647, 8710, 8697, 15776, 11436, 15852, 15853, 15871, 11435, 11437, 11440, 15728, 14754, 15208, 15209, 15210, 14798, 14715, 14912, 14713, 14868, 15783, 16120, 16121, 16122, 15748, 16093, 15829, 15776, 15852, 15835, 15810, 17322, 17382, 17553, 17427, 17443, 17587, 17555, 14773, 15465, 15048, 15697, 15698, 8255, 8255]","[3762, 21638, 22332, 53172, 90161, 34115, 52999, 71054, 131833, 105871, 20216, 42607, 497853, 4629253, 1296880, 61943, 76922, 11406, 20186, 7233, 80301, 42840, 32598, 32686, 80921, 18857, 6940, 4090, 2225, 32658, 49577, 65909, 109828, 74429, 35649, 53368, 182182, 23801, 40161, 56944, 35412, 46272, 9062, 12929, 9730, 11905, 7162, 10907, 63929, 63929]","[1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1]"
2527,"[14, 14, 12, 13, 13, 12, 12, 13, 13, 12, 12, 13, 13, 12, 12, 13, 14, 14, 6, 14, 14, 6, 12, 13, 12, 13, 13, 12, 12, 13, 13, 12, 13, 12, 12, 13, 13, 12, 12, 13, 13, 13, 14, 14, 13, 12, 12, 13, 13, 12]","[3007, 2973, 2506, 2506, 2509, 2509, 2502, 2502, 2523, 2523, 2474, 2474, 2528, 2528, 2460, 2460, 3023, 3048, 1847, 1847, 1844, 1844, 2510, 2510, 2468, 2468, 2493, 2493, 2469, 2469, 2467, 2467, 2496, 2496, 2527, 2527, 2495, 2495, 2505, 2505, 2814, 2726, 2995, 3080, 2479, 2479, 2512, 2512, 2473, 2473]","[433609, 13234, 2179844, 2179844, 57547, 57547, 48765, 48765, 370344, 370344, 30094, 30094, 27562, 27562, 19718, 19718, 14953, 6500, 23344, 23344, 20047, 20047, 435546, 435546, 8829, 8829, 89360, 89360, 5375, 5375, 72422, 72422, 42516, 42516, 29985, 29985, 33609, 33609, 405265, 405265, 26359, 6078, 12891, 7703, 73343, 73343, 214484, 214484, 100125, 100125]","[1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]"
550,"[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 44, 7, 6, 9, 9, 33, 24, 31, 1, 24, 31, 1, 1, 31, 24, 48, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30]","[2062, 2063, 2022, 1970, 2064, 2028, 1949, 1938, 1924, 1999, 2036, 2036, 1470, 1470, 2267, 6618, 283, 283, 283, 142, 142, 142, 261, 261, 261, 261, 5545, 5638, 5727, 5614, 5518, 5644, 5645, 5470, 5495, 5519, 5616, 5493, 5721, 5532, 5745, 5641, 5550, 5762, 5738, 5763, 5498, 5668, 5710, 5639]","[41701, 37561, 40594, 60438, 37719, 13875, 10719, 19203, 9797, 7078, 63389, 63389, 132896, 132896, 298232, 17271, 138898, 138898, 138898, 6179, 6179, 6179, 4988, 4988, 4988, 4988, 108923, 40749, 33249, 26203, 33859, 1484, 4015, 5094, 14249, 11000, 17329, 12297, 14141, 23797, 6516, 6531, 4672, 4828, 5360, 5640, 5938, 5406, 5328, 7719]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]"
1124,"[98, 98, 98, 98, 98, 98, 98, 98, 98, 99, 63, 99, 99, 99, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98]","[14757, 14758, 14759, 14760, 14756, 15047, 14860, 14696, 14995, 15720, 11425, 15898, 15901, 15733, 14893, 14983, 14984, 14985, 14714, 14715, 14802, 14926, 14953, 15226, 15227, 15228, 14912, 14945, 14792, 14877, 14990, 14991, 14992, 14993, 15012, 14999, 14737, 15356, 15357, 15358, 14690, 14994, 15365, 15366, 15367, 14738, 14689, 14881, 15022, 14720]","[106300, 7988, 18289, 19355, 11159, 8461, 6951, 13585, 12188, 56383, 31883, 67954, 50992, 20427, 254677, 5503, 28321, 39698, 21094, 9377, 22989, 46810, 43108, 7753, 14069, 4980, 31165, 11277, 29347, 9225, 4557, 11147, 11946, 5385, 15903, 6644, 23606, 1994, 10763, 11927, 29542, 15224, 4672, 14674, 26433, 14433, 10153, 11929, 11108, 7771]","[0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]"
666,"[99, 63, 99, 63, 99, 99, 99, 99, 99, 99, 99, 99, 98, 98, 98, 98, 98, 98, 98, 98, 98, 48, 48, 48, 48, 48, 48, 99, 99, 63, 99, 99, 48, 48, 48, 48, 48, 48, 48, 33, 33, 33, 33, 33, 70, 70, 70, 33, 32, 33]","[15954, 11425, 15741, 11436, 15743, 15817, 15866, 15799, 15733, 15738, 15739, 15740, 14808, 14957, 14958, 14959, 14792, 14754, 14796, 14802, 14931, 8778, 8801, 8784, 8800, 8803, 8789, 15732, 15725, 11440, 15852, 15776, 8806, 8795, 8804, 8799, 8796, 8805, 8787, 6472, 6492, 6484, 6481, 6503, 11609, 11616, 11637, 6213, 6213, 6273]","[6462, 49042, 60650, 70128, 55546, 20852, 41870, 36494, 101649, 7336, 4913, 6348, 83991, 2998, 20494, 14384, 42574, 35477, 30396, 148009, 77262, 95073, 198677, 76388, 49411, 73598, 58254, 68863, 28039, 106808, 73085, 33587, 59864, 80550, 55907, 29168, 32576, 41655, 35092, 64709, 50144, 19126, 55889, 52178, 115502, 159270, 103811, 69696, 69696, 62201]","[1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1]"
1873,"[20, 20, 16, 18, 15, 16, 106, 106, 85, 29, 29, 14, 14, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 93, 93, 93, 93, 93, 95, 95, 95, 95, 95, 13, 12, 12, 13, 13, 12, 12, 13, 12, 13, 29, 29, 29, 29, 29]","[3875, 3978, 3486, 3660, 3330, 3330, 16501, 16502, 13411, 5042, 5251, 3066, 3091, 13672, 13673, 13674, 13675, 13676, 13677, 13678, 13704, 13705, 13706, 13707, 13753, 14056, 14069, 14109, 14116, 14048, 14266, 14267, 14206, 14323, 14324, 2465, 2465, 2490, 2490, 2462, 2462, 2461, 2461, 2471, 2471, 4992, 5044, 5034, 5123, 5067]","[91416, 134266, 58688, 10046, 22452, 22452, 13406, 303516, 130753, 10235, 120931, 23282, 19632, 16140, 27562, 32578, 9860, 26828, 10547, 204281, 19109, 21984, 5125, 7012, 36657, 56984, 63766, 60703, 165047, 88328, 10656, 5656, 64625, 5500, 4469, 79219, 79219, 56312, 56312, 39593, 39593, 26171, 26171, 25140, 25140, 104046, 38514, 66097, 63821, 49638]","[1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
4648,"[98, 86, 86, 86, 86, 86, 86, 38, 41, 41, 41, 41, 41, 41, 48, 48, 48, 48, 48, 48, 48, 48, 58, 104, 42, 5, 9, 11, 5, 5, 10, 5, 9, 9, 5, 5, 8, 5, 11, 5, 8, 8, 5, 10, 5, 82, 82, 82, 82, 82]","[14969, 13457, 13500, 13501, 13502, 13461, 13510, 7521, 7778, 7730, 7715, 7712, 7755, 7707, 8791, 8788, 8825, 8799, 8794, 8789, 8793, 8787, 11058, 11058, 7884, 1134, 1134, 1355, 1355, 1154, 1154, 1309, 1309, 1306, 1306, 1226, 1226, 1222, 1222, 1140, 1140, 1237, 1237, 1111, 1111, 13101, 13031, 13063, 13065, 13062]","[61922, 46703, 543387, 163328, 101723, 109091, 260594, 112991, 12453, 5469, 8266, 7360, 14640, 7031, 207813, 50796, 292828, 42921, 40984, 121016, 51484, 172923, 55531, 55531, 142787, 123828, 123828, 31500, 31500, 30125, 30125, 11750, 11750, 2687, 2687, 143968, 143968, 28719, 28719, 82281, 82281, 4422, 4422, 4953, 4953, 159140, 80641, 142343, 197750, 60468]","[1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
